,Survey Year,SalaryUSD,PostalCode,EmploymentStatus,JobTitle,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,Gender,OtherJobDuties
837,2020,95000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,2 (I worked at another similar position elsewhere before this one),None,Male,Not Asked
838,2020,125000.0,98604,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),8,3,2,Male,Not Asked
839,2020,134000.0,30080,Full time employee,Architect,15,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
840,2020,138500.0,60611,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),20,1 (this is the only company where I've had this kind of position),None,Female,Not Asked
841,2020,132000.0,30062,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",18,6 or more,None,Female,Not Asked
844,2020,150000.0,34120,"Independent consultant, contractor, freelancer,  or company owner","DBA (Development Focus - tunes queries, indexes, does deployments)",7,2 (I worked at another similar position elsewhere before this one),None,Male,Not Asked
845,2020,58500.0,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",2,1 (this is the only company where I've had this kind of position),More than 5,Female,Not Asked
847,2020,60000.0,36009,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",25,3,None,Male,Not Asked
848,2020,108000.0,30041,Part time,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,6 or more,None,Male,Not Asked
849,2020,85000.0,05855,Full time employee,Developer: T-SQL,8,3,None,Male,Not Asked
851,2020,110000.0,55419,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",4,2 (I worked at another similar position elsewhere before this one),2,Female,Not Asked
852,2020,260000.0,55316,Full time employee,Manager,12,3,None,Male,Not Asked
854,2020,142500.0,55442,Full time employee,Engineer,2,1 (this is the only company where I've had this kind of position),3,Male,Not Asked
857,2020,74000.0,32821,Full time employee,Manager,5,1 (this is the only company where I've had this kind of position),1,Male,Not Asked
858,2020,108000.0,75082,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",5,2 (I worked at another similar position elsewhere before this one),4,Female,Not Asked
860,2020,93000.0,43528,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,2 (I worked at another similar position elsewhere before this one),None,Male,Not Asked
864,2020,60000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
865,2020,97000.0,60505,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
866,2020,109000.0,77042,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",9,1 (this is the only company where I've had this kind of position),1,Male,Not Asked
871,2020,110000.0,48076,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",25,3,3,Male,Not Asked
873,2020,140000.0,489xx,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",15,3,None,Male,Not Asked
875,2020,77000.0,440,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,4,4,Male,Not Asked
876,2020,123000.0,63367,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,3,1,Male,Not Asked
878,2020,70000.0,660,Full time employee,Analyst,4,2 (I worked at another similar position elsewhere before this one),2,Female,Not Asked
881,2020,78000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,2 (I worked at another similar position elsewhere before this one),None,Male,Not Asked
883,2020,130000.0,13209,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,3,1,Male,Not Asked
884,2020,127000.0,27606,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",2,2 (I worked at another similar position elsewhere before this one),3,Male,Not Asked
888,2020,145000.0,,Full time employee of a consulting/contracting company,Manager,1,1 (this is the only company where I've had this kind of position),2,Male,Not Asked
895,2020,141000.0,55440,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),25,3,4,Female,Not Asked
898,2020,163000.0,37792,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),12,3,More than 5,Male,Not Asked
960,2020,132000.0,89106,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),25,2 (I worked at another similar position elsewhere before this one),1,Male,Not Asked
965,2020,120000.0,84081,Full time employee,Manager,10,2 (I worked at another similar position elsewhere before this one),More than 5,Male,Not Asked
974,2020,136500.0,92620,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,1 (this is the only company where I've had this kind of position),More than 5,Male,Not Asked
977,2020,109000.0,55101,Full time employee,"Developer: App code (C#, JS, etc)",13,3,2,Male,Not Asked
978,2020,107000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",20,2 (I worked at another similar position elsewhere before this one),None,Non-binary/third gender,Not Asked
984,2020,125.0,76102,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),24,3,3,Male,Not Asked
988,2020,84500.0,15235,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
991,2020,110000.0,48382,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",6,5,4,Male,Not Asked
992,2020,142000.0,98502,Full time employee,Engineer,4,1 (this is the only company where I've had this kind of position),3,Male,Not Asked
993,2020,105000.0,80501,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,2 (I worked at another similar position elsewhere before this one),None,Male,Not Asked
996,2020,145000.0,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",10,3,1,Male,Not Asked
997,2020,145000.0,30092,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),20,5,None,Male,Not Asked
998,2020,110000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",8,2 (I worked at another similar position elsewhere before this one),3,Male,Not Asked
1000,2020,132000.0,68132,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,2 (I worked at another similar position elsewhere before this one),2,Male,Not Asked
1001,2020,150000.0,,Full time employee,"Developer: App code (C#, JS, etc)",1,1 (this is the only company where I've had this kind of position),None,Non-binary/third gender,Not Asked
1003,2020,76500.0,658,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",11,1 (this is the only company where I've had this kind of position),More than 5,Male,Not Asked
1005,2020,80000.0,92308,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,2 (I worked at another similar position elsewhere before this one),1,Male,Not Asked
1006,2020,134000.0,60130,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",20,4,None,Female,Not Asked
1009,2020,67000.0,,Full time employee,"Developer: App code (C#, JS, etc)",5,2 (I worked at another similar position elsewhere before this one),1,Male,Not Asked
1010,2020,265000.0,01949,Full time employee of a consulting/contracting company,Architect,16,2 (I worked at another similar position elsewhere before this one),More than 5,Male,Not Asked
1011,2020,81000.0,85,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,1 (this is the only company where I've had this kind of position),2,Male,Not Asked
1012,2020,90000.0,15086,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),8,1 (this is the only company where I've had this kind of position),More than 5,Male,Not Asked
1013,2020,190000.0,,Full time employee,Developer: T-SQL,15,3,5,Male,Not Asked
1017,2020,76125.0,,Full time employee,Engineer,3,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
1018,2020,90000.0,7709,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),8,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
1019,2020,200000.0,60047,Full time employee of a consulting/contracting company,Architect,10,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
1021,2020,60000.0,45891,Full time employee,Other,16,4,More than 5,Male,Not Asked
1024,2020,113100.0,20036,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",6,2 (I worked at another similar position elsewhere before this one),1,Male,Not Asked
1026,2020,132000.0,67228,Full time employee,Architect,15,4,More than 5,Male,Not Asked
1028,2020,170000.0,20715,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,2 (I worked at another similar position elsewhere before this one),3,Male,Not Asked
1029,2020,101250.0,43551,Full time employee,Architect,9,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
1030,2020,85000.0,64114,Full time employee,Developer: T-SQL,10,4,3,Female,Not Asked
1031,2020,73000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",8,1 (this is the only company where I've had this kind of position),None,Prefer not to say,Not Asked
1032,2020,100000.0,92105,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),9,1 (this is the only company where I've had this kind of position),1,Female,Not Asked
